Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precipitation,Wind,Condition,Date
11:54 PM,3,-6,52,22,46,989.91,0,W,Fair,2/18/2022
12:54 AM,3,-5,57,19,35,990.89,0,WNW,Partly Cloudy,2/19/2022
1:54 AM,2,-5,59,15,0,991.88,0,WNW,Fair,2/19/2022
2:54 AM,0,-6,66,13,0,992.53,0,NW,Fair,2/19/2022
3:54 AM,-1,-9,52,28,0,993.52,0,NNW,Fair,2/19/2022
4:54 AM,-3,-13,45,28,0,995.48,0,N,Fair,2/19/2022
5:54 AM,-4,-12,55,20,0,997.12,0,NNE,Fair,2/19/2022
6:54 AM,-6,-14,53,22,0,998.43,0,NNE,Fair,2/19/2022
7:54 AM,-6,-15,48,17,0,999.75,0,NNE,Fair,2/19/2022
8:54 AM,-5,-14,48,17,0,"1,000.73",0,NNE,Fair,2/19/2022
9:54 AM,-4,-14,46,15,0,"1,000.73",0,N,Fair,2/19/2022
10:54 AM,-3,-15,39,7,0,"1,000.73",0,VAR,Fair,2/19/2022
11:54 AM,-1,-15,35,6,0,"1,000.40",0,NNE,Fair,2/19/2022
12:54 PM,-1,-14,37,6,0,999.09,0,N,Fair,2/19/2022
1:54 PM,1,-16,29,7,0,998.11,0,NE,Fair,2/19/2022
2:54 PM,1,-13,34,13,0,996.8,0,ESE,Fair,2/19/2022
3:54 PM,2,-12,35,11,0,996.47,0,SSE,Fair,2/19/2022
4:54 PM,2,-13,34,9,0,995.16,0,SSE,Fair,2/19/2022
5:54 PM,0,-13,38,11,0,994.17,0,SE,Fair,2/19/2022
6:54 PM,-1,-12,42,11,0,993.52,0,ESE,Fair,2/19/2022
7:54 PM,-1,-12,45,17,0,992.2,0,SE,Fair,2/19/2022
8:54 PM,-1,-11,47,15,0,991.55,0,SE,Fair,2/19/2022
9:54 PM,0,-11,45,19,0,991.22,0,SE,Fair,2/19/2022
10:54 PM,-1,-10,50,19,0,989.91,0,SE,Fair,2/19/2022
11:54 PM,1,-8,50,22,0,988.93,0,SSE,Fair,2/19/2022
12:54 AM,2,-6,57,24,0,988.27,0,S,Fair,2/20/2022
1:54 AM,3,-4,62,28,0,987.61,0,S,Fair,2/20/2022
2:54 AM,3,-3,62,24,0,986.63,0,S,Fair,2/20/2022
3:54 AM,4,-3,60,28,43,985.65,0,S,Fair,2/20/2022
4:54 AM,4,-3,62,28,43,984.99,0,S,Fair,2/20/2022
5:54 AM,4,-3,62,28,50,984.34,0,S,Fair,2/20/2022
6:54 AM,4,-2,63,26,48,984.01,0,S,Fair,2/20/2022
7:54 AM,6,-2,58,31,52,983.68,0,S,Fair,2/20/2022
8:54 AM,7,-2,53,33,44,983.68,0,S,Fair / Windy,2/20/2022
9:54 AM,9,-2,46,30,0,983.35,0,SSW,Fair,2/20/2022
10:54 AM,12,-2,40,31,46,982.7,0,SSW,Fair,2/20/2022
11:54 AM,14,-2,34,37,57,982.04,0,SSW,Fair / Windy,2/20/2022
12:54 PM,15,-1,33,43,57,980.73,0,SW,Fair / Windy,2/20/2022
1:54 PM,16,0,34,31,44,980.07,0,SSW,Fair,2/20/2022
2:54 PM,17,1,33,30,0,979.09,0,SSW,Fair,2/20/2022
3:54 PM,17,1,33,20,0,979.42,0,SW,Fair,2/20/2022
4:54 PM,16,1,38,17,0,979.09,0,SSW,Fair,2/20/2022
5:54 PM,12,-1,41,13,0,979.74,0,SW,Fair,2/20/2022
6:54 PM,13,-2,36,9,0,980.4,0,S,Fair,2/20/2022
7:54 PM,11,-2,40,13,0,980.73,0,S,Fair,2/20/2022
8:54 PM,10,-2,44,17,0,981.06,0,S,Fair,2/20/2022
9:54 PM,9,-1,50,17,0,981.06,0,SSE,Fair,2/20/2022
10:54 PM,8,-1,52,19,0,981.06,0,SSE,Fair,2/20/2022
11:54 PM,8,-1,54,19,0,981.06,0,S,Fair,2/20/2022
12:54 AM,8,-1,54,19,0,981.06,0,S,Fair,2/21/2022
1:54 AM,7,-1,58,17,0,981.06,0,S,Fair,2/21/2022
2:54 AM,7,-1,60,17,0,980.73,0,S,Fair,2/21/2022
3:54 AM,7,-1,58,17,0,980.07,0,SSE,Fair,2/21/2022
4:54 AM,6,-1,62,17,0,979.74,0,SSE,Fair,2/21/2022
5:54 AM,6,-1,62,15,0,979.42,0,SE,Fair,2/21/2022
6:54 AM,6,-1,62,19,0,979.09,0,SE,Fair,2/21/2022
7:54 AM,7,-1,60,17,0,978.43,0,SE,Fair,2/21/2022
8:54 AM,9,1,58,19,0,978.11,0,SSE,Fair,2/21/2022
9:54 AM,12,4,59,26,0,977.12,0,SSE,Fair,2/21/2022
10:54 AM,13,5,57,17,0,976.47,0,SSE,Fair,2/21/2022
11:54 AM,16,7,54,22,33,975.48,0,SSE,Fair,2/21/2022
12:54 PM,18,8,52,24,0,974.17,0,S,Fair,2/21/2022
1:54 PM,21,8,45,28,0,973.19,0,S,Fair,2/21/2022
2:54 PM,21,8,42,30,46,972.86,0,S,Fair,2/21/2022
3:54 PM,22,8,42,30,41,972.2,0,S,Fair,2/21/2022
4:54 PM,20,9,49,24,0,971.88,0,S,Fair,2/21/2022
5:54 PM,19,9,52,20,0,971.88,0,S,Fair,2/21/2022
6:54 PM,19,10,56,24,0,972.2,0,S,Fair,2/21/2022
7:54 PM,18,11,65,26,41,972.53,0,S,Fair,2/21/2022
8:54 PM,17,13,78,24,44,973.19,0,S,Fair,2/21/2022
9:45 PM,17,13,80,24,37,973.84,0,S,Mostly Cloudy,2/21/2022
9:54 PM,17,13,80,28,41,973.84,0,S,Mostly Cloudy,2/21/2022
10:01 PM,17,13,80,24,41,973.84,0,S,Mostly Cloudy,2/21/2022
10:28 PM,17,14,84,24,0,974.17,0,S,Mostly Cloudy,2/21/2022
10:54 PM,16,14,87,26,39,973.84,0,S,Mostly Cloudy,2/21/2022
11:24 PM,16,14,87,20,39,973.19,0,S,Partly Cloudy,2/21/2022
11:54 PM,16,14,87,22,39,973.51,0,S,Fair,2/21/2022
12:54 AM,16,13,86,17,0,973.51,0,S,Fair,2/22/2022
1:54 AM,16,14,90,24,0,973.84,0.3,S,Rain,2/22/2022
2:54 AM,16,14,90,20,0,973.51,0.5,S,Light Rain,2/22/2022
3:54 AM,16,13,86,15,0,972.2,0,SSE,Mostly Cloudy,2/22/2022
4:54 AM,16,13,86,17,0,971.88,0,S,Fair,2/22/2022
5:54 AM,16,13,86,17,0,971.88,0,S,Fair,2/22/2022
6:13 AM,16,13,86,17,0,971.88,0,S,Mostly Cloudy,2/22/2022
6:42 AM,10,8,86,26,44,972.53,0,WNW,Cloudy,2/22/2022
6:54 AM,8,5,83,33,0,972.53,0,WNW,Cloudy / Windy,2/22/2022
7:54 AM,6,3,82,26,0,975.15,0,W,Cloudy,2/22/2022
8:19 AM,4,3,89,28,43,976.14,0,WNW,Cloudy,2/22/2022
8:28 AM,4,3,93,22,41,976.14,0,WNW,Light Rain,2/22/2022
8:43 AM,4,3,93,26,43,976.79,0,WNW,Cloudy,2/22/2022
8:52 AM,4,3,93,30,41,977.12,0,W,Fog,2/22/2022
8:54 AM,4,3,93,22,41,977.12,0,W,Fog,2/22/2022
9:54 AM,3,2,93,31,41,978.43,0,W,Fog,2/22/2022
10:01 AM,3,2,93,22,39,978.76,0,W,Cloudy,2/22/2022
10:54 AM,2,1,93,37,48,980.4,0,WNW,Cloudy / Windy,2/22/2022
11:54 AM,2,0,89,39,50,982.04,0,W,Cloudy / Windy,2/22/2022
12:54 PM,1,-2,85,24,46,983.35,0,W,Cloudy,2/22/2022
1:54 PM,-1,-4,79,20,43,984.66,0,WNW,Cloudy,2/22/2022
2:54 PM,-2,-6,78,28,48,986.3,0,WNW,Cloudy,2/22/2022
3:54 PM,-2,-7,69,24,0,987.61,0,WNW,Cloudy,2/22/2022
4:54 PM,-3,-8,71,26,0,989.25,0,W,Cloudy,2/22/2022
5:54 PM,-4,-9,69,28,46,990.57,0,WNW,Cloudy,2/22/2022
6:54 PM,-4,-9,69,35,44,992.2,0,NW,Cloudy / Windy,2/22/2022
7:54 PM,-5,-11,65,28,0,993.19,0,NW,Cloudy,2/22/2022
8:54 PM,-6,-11,66,28,43,994.17,0,NW,Cloudy,2/22/2022
9:54 PM,-6,-11,68,26,44,995.16,0,WNW,Cloudy,2/22/2022
10:54 PM,-7,-12,68,28,41,996.14,0,WNW,Light Snow,2/22/2022
11:54 PM,-8,-13,68,28,0,997.12,0,NW,Cloudy,2/22/2022
12:54 AM,-8,-13,68,24,0,997.78,0,NW,Cloudy,2/23/2022
1:54 AM,-8,-13,68,19,0,998.11,0,NNW,Mostly Cloudy,2/23/2022
2:03 AM,-9,-14,68,26,0,997.78,0,NNW,Partly Cloudy,2/23/2022
2:54 AM,-9,-14,70,26,0,998.43,0,NW,Fair,2/23/2022
3:54 AM,-10,-14,71,24,0,998.43,0,NNW,Fair,2/23/2022
4:54 AM,-10,-14,71,19,0,999.42,0,NNW,Fair,2/23/2022
5:54 AM,-11,-15,71,31,39,"1,000.07",0,NNW,Partly Cloudy,2/23/2022
6:37 AM,-11,-15,71,22,0,"1,000.73",0,NNW,Mostly Cloudy,2/23/2022
6:54 AM,-11,-15,71,22,0,"1,001.39",0,NNW,Mostly Cloudy,2/23/2022
7:41 AM,-10,-15,67,22,0,"1,001.06",0,N,Partly Cloudy,2/23/2022
7:54 AM,-10,-15,67,19,0,"1,001.39",0,NNW,Fair,2/23/2022
8:11 AM,-10,-15,67,15,0,"1,002.37",0,NNW,Mostly Cloudy,2/23/2022
8:54 AM,-9,-14,68,17,0,"1,001.06",0,N,Mostly Cloudy,2/23/2022
9:54 AM,-9,-14,65,19,0,"1,001.71",0,N,Mostly Cloudy,2/23/2022
10:54 AM,-9,-14,65,19,0,"1,001.39",0,N,Mostly Cloudy,2/23/2022
11:01 AM,-9,-14,65,20,0,"1,001.39",0,N,Mostly Cloudy,2/23/2022
11:54 AM,-8,-14,65,13,0,"1,001.39",0,N,Cloudy,2/23/2022
12:54 PM,-8,-14,62,9,0,"1,000.07",0,NNE,Mostly Cloudy,2/23/2022
1:05 PM,-8,-14,62,17,0,999.75,0,NNE,Mostly Cloudy,2/23/2022
1:54 PM,-8,-14,62,19,0,999.42,0,N,Cloudy,2/23/2022
2:54 PM,-8,-14,62,20,0,999.09,0,N,Cloudy,2/23/2022
3:54 PM,-8,-13,65,22,0,997.45,0,NNE,Cloudy,2/23/2022
4:01 PM,-8,-13,65,24,0,997.78,0,N,Cloudy,2/23/2022
4:54 PM,-8,-13,65,26,0,997.78,0,N,Cloudy,2/23/2022
5:54 PM,-8,-13,65,15,0,998.43,0,NE,Cloudy,2/23/2022
6:54 PM,-8,-13,68,15,0,998.43,0,NE,Cloudy,2/23/2022
7:54 PM,-7,-13,65,15,0,997.45,0,NE,Cloudy,2/23/2022
8:42 PM,-7,-12,68,19,0,997.12,0,ENE,Cloudy,2/23/2022
8:54 PM,-7,-12,71,19,0,997.12,0,NE,Cloudy,2/23/2022
9:54 PM,-7,-11,77,11,0,997.12,0,NNE,Light Snow,2/23/2022
10:54 PM,-7,-10,81,7,0,997.45,0,NE,Cloudy,2/23/2022
11:02 PM,-7,-10,81,13,0,997.12,0,NNE,Light Snow,2/23/2022
11:46 PM,-7,-9,85,9,0,996.8,0,NNE,Cloudy,2/23/2022
11:54 PM,-7,-9,85,11,0,996.47,0,NE,Cloudy,2/23/2022
12:03 AM,-7,-9,85,13,0,996.47,0,NNE,Cloudy,2/24/2022
3:05 AM,-7,-9,85,17,0,994.5,0,NNE,Cloudy,2/24/2022
3:54 AM,-7,-9,85,17,0,993.19,0,NE,Cloudy,2/24/2022
4:54 AM,-7,-9,85,15,0,993.19,0,NNE,Cloudy,2/24/2022
5:10 AM,-7,-9,85,15,0,993.52,0,NE,Cloudy,2/24/2022
5:54 AM,-7,-9,85,11,0,993.52,0,NNE,Cloudy,2/24/2022
6:54 AM,-6,-8,85,13,0,993.19,0,NNE,Cloudy,2/24/2022
6:56 AM,-6,-8,85,13,0,993.19,0,NNE,Cloudy,2/24/2022
7:54 AM,-6,-8,88,11,0,992.86,0,E,Cloudy,2/24/2022
8:54 AM,-6,-8,85,20,0,991.88,0,E,Cloudy,2/24/2022
9:54 AM,-5,-8,81,7,0,992.2,0.5,ENE,Light Snow,2/24/2022
10:03 AM,-5,-7,88,0,0,993.19,0.3,CALM,Light Snow,2/24/2022
10:11 AM,-5,-8,81,9,0,991.88,0.3,ENE,Snow,2/24/2022
10:18 AM,-5,-7,85,11,0,991.55,0.3,ENE,Light Snow,2/24/2022
10:26 AM,-5,-7,88,11,0,991.22,0.3,NNE,Light Snow,2/24/2022
10:46 AM,-5,-7,88,9,0,990.89,0.5,NNE,Fog,2/24/2022
10:54 AM,-4,-7,81,11,0,990.89,0.5,NE,Haze,2/24/2022
11:07 AM,-4,-7,84,11,0,991.55,0,N,Cloudy,2/24/2022
11:54 AM,-4,-7,81,7,0,991.22,0.3,N,Unknown Precipitation,2/24/2022
12:54 PM,-3,-7,78,13,0,990.24,0,NNE,Haze,2/24/2022
1:54 PM,-3,-6,81,13,0,989.25,0,N,Cloudy,2/24/2022
2:54 PM,-3,-6,84,11,0,988.27,0,N,Cloudy,2/24/2022
3:54 PM,-3,-5,88,11,0,987.94,0,N,Cloudy,2/24/2022
4:43 PM,-3,-4,92,9,0,987.94,0,N,Fog,2/24/2022
4:54 PM,-3,-5,88,13,0,987.94,0,N,Fog,2/24/2022
5:25 PM,-3,-5,88,11,0,988.6,0,NNW,Cloudy,2/24/2022
5:54 PM,-3,-5,88,11,0,988.27,0,NNW,Fog,2/24/2022
6:54 PM,-4,-5,92,11,0,988.93,0,NW,Cloudy,2/24/2022
7:54 PM,-4,-5,92,15,0,989.91,0,WNW,Cloudy,2/24/2022
8:54 PM,-4,-6,88,17,0,990.57,0,WNW,Cloudy,2/24/2022
9:54 PM,-4,-6,88,20,0,991.55,0,WNW,Cloudy,2/24/2022
10:38 PM,-4,-7,84,26,0,991.88,0,W,Light Snow,2/24/2022
10:49 PM,-5,-7,86,17,0,992.2,0,WNW,Light Snow,2/24/2022
10:54 PM,-5,-7,88,19,0,992.53,0,W,Light Snow,2/24/2022
11:07 PM,-5,-7,85,24,35,992.2,0,W,Light Snow,2/24/2022
11:25 PM,-6,-8,85,24,43,992.86,0,WNW,Cloudy,2/24/2022
11:54 PM,-6,-8,82,26,35,993.19,0,NW,Cloudy,2/24/2022
12:06 AM,-6,-9,81,20,43,993.52,0,WNW,Cloudy,2/25/2022
12:36 AM,-6,-9,81,20,37,993.52,0,WNW,Cloudy,2/25/2022
12:54 AM,-7,-10,78,26,37,993.84,0,W,Cloudy,2/25/2022
1:04 AM,-7,-10,78,30,39,993.84,0,WNW,Cloudy,2/25/2022
1:54 AM,-7,-10,81,26,41,994.83,0,WNW,Cloudy,2/25/2022
2:52 AM,-7,-10,80,26,37,995.48,0,WNW,Cloudy,2/25/2022
2:54 AM,-7,-10,81,28,39,995.48,0,WNW,Cloudy,2/25/2022
3:33 AM,-7,-11,77,24,0,995.81,0,NW,Cloudy,2/25/2022
3:54 AM,-8,-11,81,26,37,996.14,0,NW,Cloudy,2/25/2022
4:24 AM,-8,-12,77,22,0,996.47,0,WNW,Fair,2/25/2022
4:54 AM,-9,-12,81,20,0,997.12,0,NW,Fair,2/25/2022
5:54 AM,-9,-12,80,17,0,998.76,0,WNW,Mostly Cloudy,2/25/2022
6:54 AM,-9,-13,77,20,0,999.42,0,NW,Cloudy,2/25/2022
7:54 AM,-9,-12,80,11,0,"1,000.40",0,NW,Light Snow,2/25/2022
8:54 AM,-9,-12,81,11,0,"1,001.71",0,WNW,Light Snow,2/25/2022
9:14 AM,-9,-12,81,9,0,"1,002.04",0,WNW,Haze,2/25/2022
9:54 AM,-8,-11,78,11,0,"1,002.37",0,WNW,Cloudy,2/25/2022
10:54 AM,-7,-10,78,11,0,"1,003.35",0,WSW,Cloudy,2/25/2022
11:54 AM,-5,-9,74,9,0,"1,003.02",0,W,Cloudy,2/25/2022
12:54 PM,-5,-9,72,11,0,"1,002.70",0,WNW,Cloudy,2/25/2022
1:54 PM,-4,-9,71,11,0,"1,001.71",0,NNW,Cloudy,2/25/2022
2:54 PM,-4,-9,69,15,0,"1,001.71",0,NNW,Cloudy,2/25/2022
3:54 PM,-4,-9,69,15,0,"1,001.71",0,NNW,Mostly Cloudy,2/25/2022
4:54 PM,-4,-9,69,9,0,"1,002.04",0,NW,Partly Cloudy,2/25/2022
5:54 PM,-5,-9,72,11,0,"1,002.04",0,NW,Partly Cloudy,2/25/2022
6:54 PM,-6,-10,72,7,0,"1,002.37",0,W,Fair,2/25/2022
7:54 PM,-6,-10,74,6,0,"1,002.70",0,WSW,Fair,2/25/2022
8:54 PM,-6,-9,78,6,0,"1,002.70",0,WNW,Fair,2/25/2022
9:54 PM,-6,-9,78,0,0,"1,002.70",0,CALM,Fair,2/25/2022
10:54 PM,-6,-9,78,0,0,"1,002.37",0,CALM,Fair,2/25/2022
11:54 PM,-6,-9,78,0,0,"1,002.37",0,CALM,Fair,2/25/2022
12:54 AM,-7,-10,81,6,0,"1,002.37",0,N,Fair,2/26/2022
1:54 AM,-8,-10,84,6,0,"1,002.37",0,N,Fair,2/26/2022
2:54 AM,-8,-10,84,6,0,"1,001.39",0,NE,Fair,2/26/2022
3:54 AM,-8,-11,81,6,0,"1,001.06",0,NE,Fair,2/26/2022
4:54 AM,-8,-11,81,0,0,"1,001.06",0,CALM,Fair,2/26/2022
5:54 AM,-8,-11,81,6,0,"1,001.71",0,ENE,Fair,2/26/2022
6:54 AM,-9,-12,81,9,0,"1,001.06",0,NE,Fair,2/26/2022
7:54 AM,-6,-9,78,7,0,"1,001.39",0,ESE,Fair,2/26/2022
8:54 AM,-4,-8,77,9,0,"1,002.04",0,S,Fair,2/26/2022
9:54 AM,-3,-8,71,7,0,"1,001.71",0,S,Fair,2/26/2022
10:54 AM,-2,-7,69,6,0,"1,001.06",0,S,Fair,2/26/2022
11:54 AM,0,-7,59,6,0,"1,000.73",0,VAR,Fair,2/26/2022
12:54 PM,2,-6,57,6,0,999.75,0,NE,Fair,2/26/2022
1:54 PM,3,-6,52,0,0,998.76,0,CALM,Fair,2/26/2022
2:54 PM,4,-6,49,0,0,998.11,0,CALM,Fair,2/26/2022
3:54 PM,4,-8,43,6,0,997.45,0,S,Fair,2/26/2022
4:54 PM,3,-8,46,6,0,996.47,0,SE,Fair,2/26/2022
5:54 PM,2,-7,50,7,0,996.14,0,E,Fair,2/26/2022
6:54 PM,1,-7,54,0,0,996.14,0,CALM,Fair,2/26/2022
7:54 PM,-1,-8,59,6,0,996.47,0,SE,Fair,2/26/2022
8:54 PM,0,-8,56,7,0,996.47,0,SSE,Fair,2/26/2022
9:54 PM,-1,-8,61,9,0,996.47,0,SSE,Fair,2/26/2022
10:54 PM,-2,-8,66,0,0,996.14,0,CALM,Fair,2/26/2022
11:54 PM,-2,-6,72,0,0,995.81,0,CALM,Fair,2/26/2022
12:54 AM,-3,-8,69,7,0,995.81,0,WNW,Fair,2/27/2022
1:54 AM,-3,-7,75,9,0,995.16,0,WNW,Fair,2/27/2022
2:54 AM,-3,-7,75,7,0,994.17,0,W,Cloudy,2/27/2022
3:54 AM,-4,-7,78,6,0,994.17,0,WSW,Fair,2/27/2022
4:54 AM,-3,-8,69,7,0,994.5,0,W,Fair,2/27/2022
5:54 AM,-3,-8,69,9,0,994.5,0,W,Fair,2/27/2022
6:54 AM,-3,-8,69,7,0,994.5,0,W,Fair,2/27/2022
7:54 AM,-1,-7,66,7,0,994.83,0,W,Fair,2/27/2022
8:54 AM,2,-6,57,11,0,995.16,0,W,Fair,2/27/2022
9:54 AM,4,-7,45,9,0,995.16,0,NW,Fair,2/27/2022
10:54 AM,6,-7,40,11,0,995.16,0,SW,Fair,2/27/2022
11:54 AM,9,-7,32,9,0,995.16,0,WSW,Fair,2/27/2022
12:54 PM,10,-7,31,13,0,993.84,0,W,Fair,2/27/2022
1:54 PM,11,-7,28,15,33,993.19,0,W,Fair,2/27/2022
2:54 PM,11,-8,27,22,0,992.53,0,W,Fair,2/27/2022
3:54 PM,11,-8,26,22,0,992.53,0,W,Fair,2/27/2022
4:54 PM,10,-7,29,11,0,991.88,0,WSW,Fair,2/27/2022
5:54 PM,8,-7,34,11,0,992.2,0,W,Fair,2/27/2022
6:54 PM,7,-8,35,6,0,992.53,0,WSW,Fair,2/27/2022
7:54 PM,6,-9,34,6,0,991.88,0,SW,Fair,2/27/2022
8:54 PM,2,-7,50,9,0,991.88,0,SSW,Fair,2/27/2022
9:54 PM,4,-8,41,9,0,991.88,0,SSW,Fair,2/27/2022
10:54 PM,3,-8,43,9,0,991.88,0,S,Fair,2/27/2022
11:54 PM,1,-8,52,11,0,991.55,0,S,Fair,2/27/2022
12:54 AM,1,-8,52,11,0,991.55,0,SSW,Fair,2/28/2022
1:54 AM,2,-7,52,9,0,990.89,0,SSW,Fair,2/28/2022
2:54 AM,2,-7,52,9,0,990.57,0,SSW,Fair,2/28/2022
3:54 AM,1,-7,56,9,0,990.24,0,SSW,Fair,2/28/2022
4:54 AM,-1,-7,61,9,0,990.24,0,S,Fair,2/28/2022
5:54 AM,-1,-8,61,11,0,990.57,0,S,Fair,2/28/2022
6:54 AM,-2,-8,64,11,0,990.24,0,S,Fair,2/28/2022
7:54 AM,2,-5,59,15,0,990.57,0,SSW,Fair,2/28/2022
8:54 AM,6,-4,47,17,0,990.24,0,SSW,Fair,2/28/2022
9:54 AM,10,-6,33,19,0,989.58,0,SW,Fair,2/28/2022
10:54 AM,13,-5,29,22,0,988.93,0,SW,Fair,2/28/2022
11:54 AM,15,-5,25,22,0,988.27,0,SW,Fair,2/28/2022
12:54 PM,17,-6,21,20,0,987.29,0,SW,Fair,2/28/2022
1:54 PM,18,-4,21,17,0,986.63,0,WSW,Fair,2/28/2022
2:54 PM,18,-5,20,19,0,985.97,0,SW,Fair,2/28/2022
3:54 PM,18,-6,20,20,0,985.97,0,WSW,Fair,2/28/2022
4:54 PM,17,-4,23,13,0,985.65,0,W,Fair,2/28/2022
5:54 PM,14,-4,29,11,0,985.65,0,W,Fair,2/28/2022
6:54 PM,13,-3,32,9,0,985.65,0,W,Fair,2/28/2022
7:54 PM,12,-3,35,11,0,985.97,0,W,Fair,2/28/2022
8:54 PM,9,-3,43,13,0,986.3,0,W,Fair,2/28/2022
9:54 PM,8,-3,44,7,0,986.3,0,SSW,Fair,2/28/2022
10:54 PM,8,-3,46,9,0,985.97,0,SW,Fair,2/28/2022
11:54 PM,8,-3,46,9,0,985.97,0,SW,Fair,2/28/2022
12:54 AM,6,-3,51,11,0,985.65,0,SSW,Fair,3/1/2022
1:54 AM,4,-4,57,11,0,985.65,0,S,Fair,3/1/2022
2:54 AM,4,-3,60,11,0,984.99,0,S,Fair,3/1/2022
3:54 AM,4,-3,60,11,0,984.34,0,SSW,Fair,3/1/2022
4:54 AM,4,-3,60,9,0,984.66,0,SSW,Fair,3/1/2022
5:54 AM,3,-3,62,15,0,984.66,0,SSW,Fair,3/1/2022
6:54 AM,3,-4,62,15,0,984.01,0,SSW,Fair,3/1/2022
7:54 AM,7,-2,55,17,0,984.34,0,SW,Fair,3/1/2022
8:54 AM,11,-3,39,17,0,984.34,0,SW,Fair,3/1/2022
9:54 AM,14,-3,32,22,0,984.34,0,SW,Fair,3/1/2022
10:54 AM,17,-2,27,22,0,984.34,0,WSW,Fair,3/1/2022
11:54 AM,19,0,28,20,0,983.68,0,W,Fair,3/1/2022
12:54 PM,21,-1,24,28,0,983.68,0,W,Fair,3/1/2022
1:54 PM,22,1,25,26,0,982.7,0,WSW,Fair,3/1/2022
2:54 PM,23,1,23,19,0,983.02,0,WSW,Fair,3/1/2022
3:54 PM,23,-1,21,20,0,983.02,0,W,Fair,3/1/2022
4:54 PM,22,-2,20,22,0,983.35,0,WNW,Fair,3/1/2022
5:54 PM,19,-1,26,9,0,984.01,0,W,Fair,3/1/2022
6:54 PM,19,-1,26,7,0,984.66,0,W,Fair,3/1/2022
7:54 PM,17,-2,29,0,0,984.66,0,CALM,Fair,3/1/2022
8:54 PM,16,-2,30,0,0,984.99,0,CALM,Fair,3/1/2022
9:54 PM,14,-1,35,7,0,985.65,0,ESE,Fair,3/1/2022
10:54 PM,9,0,52,13,0,986.3,0,NNE,Fair,3/1/2022
11:54 PM,13,-1,39,11,0,985.97,0,E,Fair,3/1/2022
12:54 AM,7,-1,58,11,0,985.97,0,SSE,Fair,3/2/2022
1:54 AM,11,-1,46,6,0,985.97,0,SSE,Fair,3/2/2022
2:54 AM,9,-1,48,6,0,985.65,0,SSE,Fair,3/2/2022
3:54 AM,8,-1,52,7,0,985.32,0,S,Fair,3/2/2022
4:54 AM,7,-2,55,7,0,985.65,0,SSE,Fair,3/2/2022
5:54 AM,8,-2,51,7,0,985.65,0,S,Fair,3/2/2022
6:54 AM,6,-2,60,11,0,985.65,0,S,Fair,3/2/2022
7:54 AM,9,0,54,7,0,985.97,0,S,Fair,3/2/2022
8:54 AM,14,-1,35,15,0,985.97,0,SSW,Fair,3/2/2022
9:54 AM,17,-1,29,17,0,985.65,0,SSW,Fair,3/2/2022
10:54 AM,21,-1,24,17,0,985.65,0,SSW,Fair,3/2/2022
11:54 AM,24,-1,20,17,0,984.99,0,SW,Fair,3/2/2022
12:54 PM,26,-2,15,28,39,984.01,0,SW,Fair,3/2/2022
1:54 PM,27,-3,14,30,37,983.02,0,SW,Fair,3/2/2022
2:54 PM,27,-2,15,28,0,982.37,0,WSW,Fair,3/2/2022
3:54 PM,27,-1,17,26,0,982.04,0,WSW,Fair,3/2/2022
4:54 PM,25,-1,19,26,0,981.71,0,WSW,Fair,3/2/2022
5:54 PM,23,0,21,11,0,982.04,0,WSW,Fair,3/2/2022
6:54 PM,23,-1,20,9,0,982.7,0,W,Fair,3/2/2022
7:54 PM,19,-1,25,7,0,983.02,0,WNW,Fair,3/2/2022
8:54 PM,19,0,27,6,0,983.68,0,WNW,Fair,3/2/2022
9:54 PM,16,1,35,7,0,984.66,0,N,Fair,3/2/2022
10:54 PM,15,3,44,17,0,985.32,0,NE,Fair,3/2/2022
11:54 PM,13,3,49,19,0,985.65,0,NE,Fair,3/2/2022
12:54 AM,12,4,59,26,0,986.96,0,NNE,Fair,3/3/2022
1:54 AM,10,6,74,28,0,987.61,0,NE,Fair,3/3/2022
2:54 AM,8,5,80,13,0,987.29,0,NE,Fair,3/3/2022
3:54 AM,8,4,79,24,0,987.61,0,NNE,Fair,3/3/2022
4:54 AM,7,4,82,26,0,988.93,0,NE,Fair,3/3/2022
5:54 AM,6,3,85,17,0,989.91,0,NE,Fair,3/3/2022
6:54 AM,4,2,86,24,0,990.57,0,NE,Fair,3/3/2022
7:54 AM,5,2,79,26,0,991.55,0,ENE,Fair,3/3/2022
8:54 AM,6,2,76,28,48,992.2,0,ENE,Partly Cloudy,3/3/2022
9:54 AM,9,2,63,17,0,992.53,0,ENE,Fair,3/3/2022
10:54 AM,11,3,57,20,0,992.86,0,NE,Fair,3/3/2022
11:54 AM,12,3,53,20,0,992.86,0,ENE,Fair,3/3/2022
12:54 PM,14,3,47,24,33,992.2,0,ENE,Fair,3/3/2022
1:54 PM,14,2,44,24,35,991.55,0,ENE,Fair,3/3/2022
2:54 PM,14,2,44,22,0,991.22,0,ENE,Fair,3/3/2022
3:54 PM,13,1,42,30,0,991.22,0,NE,Fair,3/3/2022
4:54 PM,12,0,45,24,0,991.22,0,ENE,Fair,3/3/2022
5:54 PM,9,0,52,24,35,991.55,0,ENE,Fair,3/3/2022
6:54 PM,8,1,61,20,0,991.88,0,ENE,Fair,3/3/2022
