timestamp,id,Temperature (degC),Humidity (%),Wind Speed (m/s),Wind Direction (deg),Pressure (hPa),PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h),CarbonEmissions(kg-co2/h)
2022-10-08 00:45:00,2026,12.983,81.144,1.019,95.329,994.135,10.724,0.035,247.749,1.184,96.146,0.358,0.223,1.027,1.879,0.852299368
2022-10-08 00:50:00,2027,10.756,79.995,1.048,96.226,980.557,10.967,0.036,268.955,1.33,83.978,0.297,0.234,0.916,2.248,1.019674816
2022-10-08 00:55:00,2028,10.381,69.765,1.018,72.719,1017.461,8.714,0.039,311.755,1.079,97.175,0.325,0.263,0.886,1.789,0.8114760879999999
2022-10-08 01:00:00,2029,4.83,77.0,1.0,86.0,1031.0,5.0,0.019,300.0,1.16,82.4,0.319,0.201,0.765,1.935,0.87770052
2022-10-08 01:05:00,2030,9.541,69.985,1.079,76.71,1039.224,4.959,0.016,295.263,0.976,93.606,0.281,0.168,0.702,1.635,0.74162292
2022-10-08 01:10:00,2031,9.157,76.827,0.982,62.361,969.816,3.704,0.017,301.938,1.193,77.396,0.286,0.168,0.724,1.888,0.8563816959999999
2022-10-08 01:15:00,2032,11.054,74.948,0.962,89.926,1030.252,4.42,0.014,347.347,1.349,76.644,0.305,0.203,0.629,1.826,0.828258992
2022-10-08 01:20:00,2033,10.501,75.992,0.952,85.219,1204.68,3.758,0.017,256.439,1.16,90.038,0.273,0.197,0.627,2.192,0.9942736640000001
2022-10-08 01:25:00,2034,10.197,87.577,1.066,105.075,1039.117,3.355,0.017,304.832,0.956,77.656,0.3,0.17,0.639,2.063,0.9357602960000001
2022-10-08 01:30:00,2035,11.605,66.737,0.859,88.607,991.101,4.439,0.015,274.875,1.01,93.512,0.293,0.168,0.521,1.714,0.777456688
2022-10-08 01:35:00,2036,8.784,83.183,1.097,74.701,1059.748,3.929,0.013,283.017,1.15,77.112,0.3,0.205,0.719,1.756,0.796507552
2022-10-08 01:40:00,2037,9.589,74.173,1.115,96.329,1047.282,3.454,0.014,269.775,1.063,76.7,0.274,0.157,0.696,1.704,0.772920768
2022-10-08 01:45:00,2038,11.499,80.033,1.131,102.991,976.364,4.02,0.015,321.977,1.14,88.513,0.325,0.172,0.863,1.663,0.754323496
2022-10-08 01:50:00,2039,10.036,76.657,0.869,82.903,1151.871,3.522,0.017,267.441,1.234,83.249,0.278,0.179,0.63,1.784,0.809208128
2022-10-08 01:55:00,2040,10.265,72.449,1.232,93.006,1057.11,4.232,0.014,338.89,1.259,90.172,0.283,0.224,0.64,1.824,0.827351808
2022-10-08 02:00:00,2041,3.78,83.0,1.0,92.0,1031.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 02:05:00,2042,9.053,80.673,0.985,80.394,1156.794,0.0,0.0,0.0,0.0,78.741,0.314,0.162,0.415,1.71,0.77564232
2022-10-08 02:10:00,2043,8.446,81.06,1.137,87.907,944.935,0.0,0.0,0.0,0.0,94.061,0.307,0.134,0.429,1.51,0.68492392
2022-10-08 02:15:00,2044,7.375,83.709,1.121,99.068,1182.344,0.0,0.0,0.0,0.0,69.371,0.34,0.134,0.506,1.93,0.8754325599999999
2022-10-08 02:20:00,2045,9.178,89.114,1.047,82.147,1067.033,0.0,0.0,0.0,0.0,88.877,0.319,0.121,0.417,1.538,0.697624496
2022-10-08 02:25:00,2046,7.904,87.365,1.125,92.449,1034.351,0.0,0.0,0.0,0.0,90.825,0.351,0.134,0.47,1.502,0.681295184
2022-10-08 02:30:00,2047,9.745,86.73,1.101,95.587,1032.04,0.0,0.0,0.0,0.0,87.244,0.312,0.124,0.466,1.619,0.734365448
2022-10-08 02:35:00,2048,8.593,97.689,1.037,85.462,1222.217,0.0,0.0,0.0,0.0,82.5,0.374,0.131,0.497,1.789,0.8114760879999999
2022-10-08 02:40:00,2049,8.122,84.758,1.062,84.252,1164.618,0.0,0.0,0.0,0.0,66.764,0.307,0.122,0.505,1.881,0.853206552
2022-10-08 02:45:00,2050,8.661,85.026,0.983,82.728,1018.135,0.0,0.0,0.0,0.0,92.695,0.317,0.12,0.505,1.708,0.774735136
2022-10-08 02:50:00,2051,9.074,74.022,0.887,77.949,806.664,0.0,0.0,0.0,0.0,71.658,0.341,0.137,0.495,2.0,0.907184
2022-10-08 02:55:00,2052,9.301,103.401,0.894,89.941,909.028,0.0,0.0,0.0,0.0,68.567,0.297,0.153,0.588,1.909,0.865907128
2022-10-08 03:00:00,2053,3.33,85.0,1.0,68.0,1031.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 03:05:00,2054,6.579,77.184,1.023,86.325,1184.484,0.0,0.0,0.0,0.0,79.665,0.292,0.126,0.565,1.877,0.8513921839999999
2022-10-08 03:10:00,2055,7.667,71.682,1.131,85.642,952.885,0.0,0.0,0.0,0.0,89.646,0.305,0.113,0.509,1.773,0.804218616
2022-10-08 03:15:00,2056,8.141,83.869,0.98,72.391,1023.701,0.0,0.0,0.0,0.0,77.303,0.306,0.121,0.453,1.386,0.6286785119999999
2022-10-08 03:20:00,2057,9.137,64.606,1.045,68.165,908.843,0.0,0.0,0.0,0.0,83.312,0.284,0.122,0.58,1.467,0.6654194640000001
2022-10-08 03:25:00,2058,9.765,72.835,1.015,82.548,1071.276,0.0,0.0,0.0,0.0,82.088,0.267,0.126,0.445,1.609,0.729829528
2022-10-08 03:30:00,2059,8.061,84.505,0.973,79.803,1125.062,0.0,0.0,0.0,0.0,79.876,0.317,0.149,0.454,1.946,0.882690032
2022-10-08 03:35:00,2060,9.289,85.015,1.112,73.584,1157.287,0.0,0.0,0.0,0.0,74.139,0.279,0.125,0.473,1.827,0.8287125839999999
2022-10-08 03:40:00,2061,8.041,80.281,0.971,84.021,1040.192,0.0,0.0,0.0,0.0,76.821,0.279,0.118,0.474,1.731,0.785167752
2022-10-08 03:45:00,2062,7.191,84.138,0.908,76.813,977.182,0.0,0.0,0.0,0.0,84.582,0.322,0.122,0.41,1.773,0.804218616
2022-10-08 03:50:00,2063,9.753,87.957,1.124,81.374,1003.382,0.0,0.0,0.0,0.0,95.297,0.295,0.136,0.493,1.527,0.6926349839999999
2022-10-08 03:55:00,2064,8.807,69.242,1.02,73.806,1031.31,0.0,0.0,0.0,0.0,87.533,0.284,0.15,0.487,2.014,0.9135342879999999
2022-10-08 04:00:00,2065,2.61,86.0,1.0,48.0,1032.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 04:05:00,2066,8.421,85.317,0.961,71.485,1130.944,0.0,0.0,0.0,0.0,78.301,0.314,0.119,0.586,1.662,0.753869904
2022-10-08 04:10:00,2067,8.03,78.343,0.895,76.307,1127.849,0.0,0.0,0.0,0.0,75.379,0.33,0.139,0.455,1.87,0.8482170400000001
2022-10-08 04:15:00,2068,8.292,70.398,1.111,95.026,1008.794,0.0,0.0,0.0,0.0,86.574,0.359,0.13,0.513,1.877,0.8513921839999999
2022-10-08 04:20:00,2069,8.954,84.565,0.998,90.255,1110.397,0.0,0.0,0.0,0.0,76.511,0.253,0.135,0.422,1.732,0.7856213439999999
2022-10-08 04:25:00,2070,7.495,81.126,0.924,82.879,973.343,0.0,0.0,0.0,0.0,73.149,0.316,0.134,0.476,1.527,0.6926349839999999
2022-10-08 04:30:00,2071,7.437,69.864,0.829,95.201,1077.244,0.0,0.0,0.0,0.0,73.823,0.293,0.133,0.493,1.669,0.757045048
2022-10-08 04:35:00,2072,8.645,82.611,1.158,80.586,980.669,0.0,0.0,0.0,0.0,78.456,0.313,0.107,0.505,1.732,0.7856213439999999
2022-10-08 04:40:00,2073,9.866,81.114,1.027,90.364,959.898,0.0,0.0,0.0,0.0,70.514,0.325,0.105,0.529,1.574,0.713953808
2022-10-08 04:45:00,2074,8.498,93.09,1.125,69.327,882.176,0.0,0.0,0.0,0.0,78.032,0.264,0.126,0.46,1.64,0.7438908799999999
2022-10-08 04:50:00,2075,8.119,89.044,0.835,101.802,957.443,0.0,0.0,0.0,0.0,72.888,0.278,0.131,0.571,1.4,0.6350288
2022-10-08 04:55:00,2076,8.731,82.073,0.97,89.637,972.603,0.0,0.0,0.0,0.0,96.625,0.274,0.118,0.424,1.899,0.861371208
2022-10-08 05:00:00,2077,1.78,89.0,1.0,58.0,1032.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 05:05:00,2078,7.005,76.717,1.064,69.941,1063.672,0.0,0.0,0.0,0.0,79.321,0.248,0.138,0.426,1.634,0.7411693279999999
2022-10-08 05:10:00,2079,8.947,84.083,0.919,72.717,966.27,0.0,0.0,0.0,0.0,70.768,0.315,0.13,0.532,2.19,0.9933664799999999
2022-10-08 05:15:00,2080,9.669,80.687,1.141,82.865,1061.316,0.0,0.0,0.0,0.0,84.545,0.343,0.123,0.55,1.781,0.8078473519999999
2022-10-08 05:20:00,2081,6.715,81.948,0.955,80.074,985.622,0.0,0.0,0.0,0.0,70.8,0.308,0.141,0.43,1.842,0.835516464
2022-10-08 05:25:00,2082,8.003,90.931,1.07,69.052,1024.573,0.0,0.0,0.0,0.0,74.897,0.313,0.134,0.494,1.923,0.8722574160000001
2022-10-08 05:30:00,2083,8.413,74.76,0.989,76.47,1177.551,0.0,0.0,0.0,0.0,89.569,0.289,0.157,0.545,1.911,0.866814312
2022-10-08 05:35:00,2084,7.47,77.195,1.013,67.888,975.147,0.0,0.0,0.0,0.0,92.322,0.295,0.133,0.584,1.844,0.836423648
2022-10-08 05:40:00,2085,7.386,87.701,0.978,72.27,963.347,0.0,0.0,0.0,0.0,95.935,0.298,0.129,0.522,1.641,0.744344472
2022-10-08 05:45:00,2086,7.934,73.205,0.854,86.208,1240.488,0.0,0.0,0.0,0.0,78.289,0.341,0.133,0.522,1.629,0.738901368
2022-10-08 05:50:00,2087,8.846,87.405,1.146,71.922,1048.557,0.0,0.0,0.0,0.0,74.056,0.269,0.132,0.493,1.667,0.756137864
2022-10-08 05:55:00,2088,6.683,71.803,0.947,94.016,1115.073,0.0,0.0,0.0,0.0,63.513,0.363,0.141,0.565,1.802,0.817372784
2022-10-08 06:00:00,2089,1.89,89.0,1.0,66.0,1032.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 06:05:00,2090,8.087,85.009,1.087,75.908,1029.456,0.0,0.0,0.0,0.0,76.155,0.244,0.109,0.541,1.95,0.8845044
2022-10-08 06:10:00,2091,10.011,80.823,1.01,83.822,886.202,0.0,0.0,0.0,0.0,90.117,0.288,0.129,0.497,1.848,0.838238016
2022-10-08 06:15:00,2092,8.051,67.42,1.214,84.867,850.885,0.0,0.0,0.0,0.0,69.534,0.311,0.126,0.464,2.056,0.932585152
2022-10-08 06:20:00,2093,8.675,82.53,1.138,84.291,1060.758,0.0,0.0,0.0,0.0,69.394,0.277,0.125,0.546,1.501,0.6808415919999999
2022-10-08 06:25:00,2094,9.166,71.044,1.134,75.522,1108.3,0.0,0.0,0.0,0.0,70.849,0.273,0.137,0.445,1.42,0.64410064
2022-10-08 06:30:00,2095,9.062,78.22,0.972,83.144,1107.194,0.0,0.0,0.0,0.0,63.76,0.271,0.137,0.502,1.597,0.724386424
2022-10-08 06:35:00,2096,8.996,63.136,1.152,64.058,890.954,0.0,0.0,0.0,0.0,82.969,0.32,0.126,0.519,1.864,0.8454954880000001
2022-10-08 06:40:00,2097,8.514,64.892,1.095,61.261,1033.398,0.0,0.0,0.0,0.0,80.48,0.306,0.134,0.527,1.596,0.723932832
2022-10-08 06:45:00,2098,9.815,77.933,0.714,67.164,1126.89,0.0,0.0,0.0,0.0,78.542,0.305,0.15,0.338,1.644,0.7457052479999999
2022-10-08 06:50:00,2099,7.992,83.317,1.02,79.661,1070.564,0.0,0.0,0.0,0.0,82.683,0.317,0.131,0.481,1.846,0.837330832
2022-10-08 06:55:00,2100,9.98,61.926,0.958,84.255,1061.886,0.0,0.0,0.0,0.0,78.435,0.29,0.125,0.396,1.785,0.8096617199999999
2022-10-08 07:00:00,2101,5.33,76.0,1.0,43.0,1032.0,5.0,0.019,300.0,1.16,82.4,0.319,0.201,0.765,1.935,0.87770052
2022-10-08 07:05:00,2102,14.664,72.444,0.886,85.264,977.519,4.958,0.021,259.365,1.219,83.9,0.335,0.195,0.891,2.042,0.9262348639999999
2022-10-08 07:10:00,2103,9.588,82.631,0.963,76.383,1172.406,6.074,0.021,240.382,1.258,66.596,0.336,0.215,0.732,2.224,1.0087886080000001
2022-10-08 07:15:00,2104,11.35,75.151,0.899,67.891,1085.814,5.008,0.019,306.391,0.966,89.785,0.257,0.172,0.757,1.832,0.830980544
2022-10-08 07:20:00,2105,11.494,70.375,1.101,59.691,1048.636,4.856,0.019,322.482,1.308,74.29,0.317,0.202,0.85,2.086,0.9461929119999999
2022-10-08 07:25:00,2106,11.368,67.181,0.964,81.164,1049.459,4.546,0.02,252.963,1.255,73.829,0.315,0.195,0.812,1.87,0.8482170400000001
2022-10-08 07:30:00,2107,13.058,70.441,0.901,74.344,984.509,5.311,0.019,353.103,1.158,85.36,0.362,0.214,0.765,2.068,0.9380282560000001
2022-10-08 07:35:00,2108,14.315,64.047,1.07,80.613,1031.774,4.697,0.018,322.696,0.904,83.264,0.337,0.202,0.827,1.767,0.801497064
2022-10-08 07:40:00,2109,12.121,60.467,0.999,76.473,879.163,5.05,0.02,282.49,1.241,84.1,0.371,0.183,0.82,1.813,0.822362296
2022-10-08 07:45:00,2110,11.523,70.752,0.79,77.817,1035.368,5.252,0.019,328.593,1.234,84.741,0.31,0.175,0.784,2.111,0.9575327120000001
2022-10-08 07:50:00,2111,12.859,78.86,0.818,80.909,999.096,4.822,0.019,270.128,1.304,76.757,0.357,0.195,0.679,1.888,0.8563816959999999
2022-10-08 07:55:00,2112,13.277,62.952,1.111,72.377,958.63,4.974,0.02,297.02,1.243,82.605,0.263,0.224,0.748,1.866,0.8464026720000001
2022-10-08 08:00:00,2113,7.95,62.0,1.0,202.0,1033.0,4.0,0.015,300.0,1.16,81.4,0.315,0.186,0.711,1.923,0.8722574160000001
2022-10-08 08:05:00,2114,15.05,51.948,2.872,89.456,990.343,3.945,0.015,308.263,1.018,82.754,0.34,0.179,0.689,1.664,0.754777088
2022-10-08 08:10:00,2115,16.409,48.303,3.204,99.035,1034.221,4.558,0.016,301.773,1.072,85.318,0.322,0.23,0.589,1.72,0.78017824
2022-10-08 08:15:00,2116,14.905,58.721,2.741,90.322,1023.325,3.888,0.015,353.916,1.068,91.903,0.323,0.173,0.621,1.768,0.801950656
2022-10-08 08:20:00,2117,15.168,51.141,3.272,91.832,1087.713,3.782,0.014,283.951,1.068,83.744,0.258,0.211,0.672,2.036,0.923513312
2022-10-08 08:25:00,2118,17.407,53.708,3.483,94.421,951.316,4.218,0.017,345.278,1.247,74.217,0.289,0.184,0.671,1.965,0.8913082800000001
2022-10-08 08:30:00,2119,15.987,57.271,2.61,78.693,1040.227,3.968,0.015,297.869,1.225,85.538,0.322,0.181,0.791,2.058,0.9334923359999999
2022-10-08 08:35:00,2120,14.415,45.683,3.554,91.973,1034.735,3.764,0.015,298.048,1.38,64.039,0.385,0.21,0.714,1.873,0.849577816
2022-10-08 08:40:00,2121,13.765,44.214,2.79,97.084,952.276,3.465,0.014,323.132,1.269,72.682,0.315,0.182,0.796,1.969,0.8931226480000001
2022-10-08 08:45:00,2122,14.805,50.875,3.092,88.732,1209.777,4.113,0.016,280.72,1.02,95.203,0.284,0.187,0.726,1.722,0.781085424
2022-10-08 08:50:00,2123,15.848,49.505,3.556,98.656,1038.316,3.22,0.015,305.503,1.269,89.001,0.343,0.212,0.739,1.464,0.664058688
2022-10-08 08:55:00,2124,14.294,57.149,2.73,78.369,982.109,4.006,0.017,308.983,1.108,76.781,0.297,0.17,0.6,2.157,0.978397944
2022-10-08 09:00:00,2125,11.06,47.0,1.0,236.0,1033.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 09:05:00,2126,17.894,49.675,3.066,70.337,1071.659,0.0,0.0,0.0,0.0,80.12,0.304,0.145,0.5,1.896,0.8600104319999999
2022-10-08 09:10:00,2127,17.335,47.831,2.749,63.329,895.637,0.0,0.0,0.0,0.0,82.038,0.287,0.135,0.497,1.776,0.805579392
2022-10-08 09:15:00,2128,20.14,44.551,3.319,71.951,1194.198,0.0,0.0,0.0,0.0,74.083,0.313,0.119,0.449,1.676,0.760220192
2022-10-08 09:20:00,2129,22.06,39.656,3.024,80.74,873.629,0.0,0.0,0.0,0.0,68.718,0.279,0.111,0.462,1.533,0.6953565359999999
2022-10-08 09:25:00,2130,16.199,42.118,3.288,77.856,1017.11,0.0,0.0,0.0,0.0,73.166,0.272,0.138,0.453,1.747,0.792425224
2022-10-08 09:30:00,2131,18.49,39.459,2.663,64.249,1105.771,0.0,0.0,0.0,0.0,56.103,0.301,0.138,0.526,1.519,0.689006248
2022-10-08 09:35:00,2132,19.038,47.931,3.118,72.608,1011.88,0.0,0.0,0.0,0.0,85.176,0.341,0.143,0.464,1.608,0.7293759360000001
2022-10-08 09:40:00,2133,17.191,41.752,2.902,65.951,911.958,0.0,0.0,0.0,0.0,76.928,0.312,0.134,0.529,2.11,0.95707912
2022-10-08 09:45:00,2134,18.638,43.627,3.253,55.95,953.447,0.0,0.0,0.0,0.0,83.891,0.31,0.14,0.568,1.468,0.665873056
2022-10-08 09:50:00,2135,18.04,48.225,2.959,63.571,943.898,0.0,0.0,0.0,0.0,101.661,0.273,0.133,0.487,1.479,0.670862568
2022-10-08 09:55:00,2136,15.906,47.267,2.885,75.085,1076.036,0.0,0.0,0.0,0.0,79.507,0.237,0.116,0.549,1.847,0.837784424
2022-10-08 10:00:00,2137,12.56,36.0,2.0,241.0,1032.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 10:05:00,2138,23.038,41.891,4.299,65.29,930.73,0.0,0.0,0.0,0.0,78.805,0.34,0.115,0.464,1.715,0.7779102800000001
2022-10-08 10:10:00,2139,22.873,27.907,3.88,63.462,1025.986,0.0,0.0,0.0,0.0,56.35,0.311,0.133,0.517,1.807,0.819640744
2022-10-08 10:15:00,2140,17.634,40.02,3.742,60.919,976.516,0.0,0.0,0.0,0.0,72.662,0.322,0.129,0.475,1.787,0.8105689039999999
2022-10-08 10:20:00,2141,18.759,42.254,4.11,61.092,1094.699,0.0,0.0,0.0,0.0,84.662,0.249,0.151,0.496,1.638,0.7429836959999999
2022-10-08 10:25:00,2142,19.42,38.643,3.991,61.775,1142.652,0.0,0.0,0.0,0.0,72.027,0.217,0.148,0.473,1.537,0.6971709039999999
2022-10-08 10:30:00,2143,19.602,44.474,3.85,65.715,1113.2,0.0,0.0,0.0,0.0,67.753,0.27,0.116,0.599,1.557,0.706242744
2022-10-08 10:35:00,2144,23.108,42.483,3.645,56.919,851.465,0.0,0.0,0.0,0.0,63.587,0.291,0.105,0.524,1.547,0.701706824
2022-10-08 10:40:00,2145,23.179,41.064,4.059,65.195,886.173,0.0,0.0,0.0,0.0,78.27,0.289,0.132,0.559,1.52,0.68945984
2022-10-08 10:45:00,2146,19.261,37.396,4.419,59.908,875.725,0.0,0.0,0.0,0.0,69.162,0.307,0.137,0.461,1.475,0.6690482
2022-10-08 10:50:00,2147,23.057,43.429,3.724,60.281,946.159,0.0,0.0,0.0,0.0,80.769,0.274,0.137,0.42,1.703,0.772467176
2022-10-08 10:55:00,2148,20.148,44.956,3.981,65.937,1124.892,0.0,0.0,0.0,0.0,86.802,0.257,0.135,0.515,1.969,0.8931226480000001
2022-10-08 11:00:00,2149,13.56,34.0,3.0,209.0,1032.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 11:05:00,2150,22.999,35.543,5.245,69.777,1008.832,0.0,0.0,0.0,0.0,76.028,0.337,0.104,0.512,1.748,0.792878816
2022-10-08 11:10:00,2151,25.022,38.121,4.996,87.154,1006.698,0.0,0.0,0.0,0.0,81.521,0.317,0.154,0.466,1.889,0.856835288
2022-10-08 11:15:00,2152,18.747,43.687,5.1,84.048,1174.572,0.0,0.0,0.0,0.0,74.246,0.326,0.127,0.463,1.488,0.674944896
2022-10-08 11:20:00,2153,21.232,38.565,4.998,89.303,920.59,0.0,0.0,0.0,0.0,82.509,0.299,0.153,0.518,1.959,0.888586728
2022-10-08 11:25:00,2154,18.684,34.536,4.995,72.58,1027.935,0.0,0.0,0.0,0.0,72.63,0.307,0.132,0.422,1.697,0.769745624
2022-10-08 11:30:00,2155,24.023,37.939,5.722,89.987,987.461,0.0,0.0,0.0,0.0,56.344,0.341,0.106,0.396,2.041,0.9257812719999999
2022-10-08 11:35:00,2156,22.722,35.199,5.991,81.239,1026.132,0.0,0.0,0.0,0.0,63.687,0.346,0.124,0.477,1.729,0.784260568
2022-10-08 11:40:00,2157,22.778,32.649,5.244,78.435,983.407,0.0,0.0,0.0,0.0,83.81,0.327,0.126,0.505,1.938,0.8790612959999999
2022-10-08 11:45:00,2158,22.035,35.058,5.454,84.399,1160.163,0.0,0.0,0.0,0.0,87.869,0.285,0.135,0.498,1.623,0.736179816
2022-10-08 11:50:00,2159,22.078,31.266,5.614,74.977,1330.999,0.0,0.0,0.0,0.0,72.482,0.278,0.108,0.492,1.812,0.821908704
2022-10-08 11:55:00,2160,18.894,31.203,5.244,73.232,1055.541,0.0,0.0,0.0,0.0,69.076,0.317,0.11,0.504,1.811,0.821455112
2022-10-08 12:00:00,2161,14.67,30.0,4.0,240.0,1030.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 12:05:00,2162,20.858,33.056,4.472,60.815,948.994,0.0,0.0,0.0,0.0,76.664,0.305,0.152,0.442,1.669,0.757045048
2022-10-08 12:10:00,2163,20.744,37.154,3.752,55.185,982.541,0.0,0.0,0.0,0.0,77.489,0.316,0.123,0.55,1.427,0.647275784
2022-10-08 12:15:00,2164,25.815,34.725,3.539,68.758,1089.166,0.0,0.0,0.0,0.0,80.522,0.319,0.155,0.54,1.817,0.824176664
2022-10-08 12:20:00,2165,22.665,28.549,4.255,62.001,1100.146,0.0,0.0,0.0,0.0,83.164,0.314,0.14,0.513,2.111,0.9575327120000001
2022-10-08 12:25:00,2166,25.571,30.621,3.899,57.291,1073.085,0.0,0.0,0.0,0.0,65.456,0.332,0.138,0.56,1.619,0.734365448
2022-10-08 12:30:00,2167,21.932,28.136,4.086,68.117,984.599,0.0,0.0,0.0,0.0,81.782,0.288,0.103,0.451,1.694,0.768384848
2022-10-08 12:35:00,2168,19.42,27.421,3.37,61.499,899.698,0.0,0.0,0.0,0.0,78.723,0.328,0.123,0.553,1.872,0.8491242240000001
2022-10-08 12:40:00,2169,24.066,34.299,3.903,59.288,1007.922,0.0,0.0,0.0,0.0,60.714,0.289,0.115,0.5,1.442,0.654079664
2022-10-08 12:45:00,2170,21.266,32.446,3.895,63.568,855.244,0.0,0.0,0.0,0.0,87.472,0.352,0.117,0.494,2.101,0.952996792
2022-10-08 12:50:00,2171,25.604,37.909,4.227,61.848,1140.7,0.0,0.0,0.0,0.0,72.087,0.236,0.12,0.453,1.47,0.66678024
2022-10-08 12:55:00,2172,20.56,30.004,4.059,69.342,1065.779,0.0,0.0,0.0,0.0,69.769,0.384,0.134,0.562,1.591,0.721664872
2022-10-08 13:00:00,2173,15.56,28.0,4.0,266.0,1029.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 13:05:00,2174,20.574,29.965,3.742,64.836,1065.273,0.0,0.0,0.0,0.0,81.429,0.291,0.13,0.483,1.65,0.7484268
2022-10-08 13:10:00,2175,19.294,30.042,4.988,66.522,914.984,0.0,0.0,0.0,0.0,74.569,0.312,0.14,0.403,1.71,0.77564232
2022-10-08 13:15:00,2176,20.104,35.404,3.47,60.809,985.34,0.0,0.0,0.0,0.0,83.508,0.305,0.124,0.511,1.991,0.903101672
2022-10-08 13:20:00,2177,22.054,36.088,4.046,58.085,904.97,0.0,0.0,0.0,0.0,67.839,0.307,0.143,0.611,2.126,0.964336592
2022-10-08 13:25:00,2178,22.039,33.963,4.438,64.216,1003.772,0.0,0.0,0.0,0.0,84.625,0.273,0.158,0.519,1.901,0.862278392
2022-10-08 13:30:00,2179,21.502,31.925,4.529,56.887,1194.258,0.0,0.0,0.0,0.0,81.832,0.303,0.135,0.544,1.723,0.7815390160000001
2022-10-08 13:35:00,2180,22.601,32.042,4.306,53.278,1019.423,0.0,0.0,0.0,0.0,76.689,0.331,0.144,0.494,1.556,0.705789152
2022-10-08 13:40:00,2181,20.381,27.521,4.574,68.521,940.086,0.0,0.0,0.0,0.0,79.533,0.253,0.12,0.474,2.094,0.9498216479999999
2022-10-08 13:45:00,2182,26.446,27.82,4.453,62.969,1120.716,0.0,0.0,0.0,0.0,80.623,0.278,0.137,0.495,1.448,0.656801216
2022-10-08 13:50:00,2183,26.992,25.161,4.253,65.092,944.127,0.0,0.0,0.0,0.0,85.292,0.314,0.144,0.398,1.887,0.855928104
2022-10-08 13:55:00,2184,22.165,42.475,3.455,65.931,1029.153,0.0,0.0,0.0,0.0,79.261,0.265,0.148,0.442,1.759,0.797868328
2022-10-08 14:00:00,2185,16.28,28.0,5.0,248.0,1028.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 14:05:00,2186,25.619,28.507,4.277,72.184,1158.297,0.0,0.0,0.0,0.0,91.03,0.226,0.107,0.485,1.817,0.824176664
2022-10-08 14:10:00,2187,25.612,30.197,4.544,90.276,922.663,0.0,0.0,0.0,0.0,78.539,0.291,0.123,0.457,1.454,0.659522768
2022-10-08 14:15:00,2188,22.519,31.25,5.001,97.633,1110.564,0.0,0.0,0.0,0.0,78.655,0.284,0.114,0.563,1.683,0.763395336
2022-10-08 14:20:00,2189,21.247,32.854,4.824,73.321,917.141,0.0,0.0,0.0,0.0,71.263,0.274,0.131,0.508,1.677,0.760673784
2022-10-08 14:25:00,2190,25.906,33.34,5.12,83.827,1054.332,0.0,0.0,0.0,0.0,72.782,0.305,0.147,0.526,1.743,0.790610856
2022-10-08 14:30:00,2191,22.08,33.13,5.236,75.649,903.359,0.0,0.0,0.0,0.0,71.973,0.324,0.142,0.516,1.695,0.76883844
2022-10-08 14:35:00,2192,18.472,29.466,4.792,55.667,937.329,0.0,0.0,0.0,0.0,86.998,0.311,0.117,0.448,1.524,0.6912742080000001
2022-10-08 14:40:00,2193,21.852,29.656,5.385,77.9,1147.851,0.0,0.0,0.0,0.0,76.886,0.283,0.087,0.452,1.951,0.884957992
2022-10-08 14:45:00,2194,23.014,28.408,5.127,67.916,1064.586,0.0,0.0,0.0,0.0,71.013,0.315,0.124,0.511,1.671,0.7579522320000001
2022-10-08 14:50:00,2195,23.388,33.814,5.503,74.099,948.184,0.0,0.0,0.0,0.0,74.086,0.301,0.108,0.512,1.715,0.7779102800000001
2022-10-08 14:55:00,2196,23.55,31.659,5.418,75.007,960.205,0.0,0.0,0.0,0.0,75.25,0.294,0.14,0.539,1.954,0.886318768
2022-10-08 15:00:00,2197,16.61,27.0,5.0,254.0,1027.0,0.0,0.0,0.0,0.0,77.4,0.299,0.13,0.496,1.762,0.799229104
2022-10-08 15:05:00,2198,27.393,25.814,3.258,75.546,1157.542,0.0,0.0,0.0,0.0,68.284,0.302,0.134,0.587,1.684,0.7638489279999999
